linha_clinica_global,principio_ativo,marcas_global,qtd_skus_global,qtd_entradas_global,preco_global_ultimo_r_un,preco_global_media_r_un,preco_global_mediana_r_un,preco_global_min_r_un,preco_global_max_r_un,global_dt_ultima_entrada,unimed_cod_item,unimed_desc_depara,unimed_desc_item,unimed_unidade_venda,preco_unimed_vl_medio_r_un,unimed_prev_mes_qtd,unimed_prev_mes_rs,unimed_abc,unimed_politica,gap_pct_ultimo_global_vs_unimed,gap_pct_media_global_vs_unimed,gap_pct_mediana_global_vs_unimed,gap_rs_ultimo_global_menos_unimed,economia_pot_mensal_rs_ultimo,depara_origem,depara_confianca,preco_unimed_normalizado_r_un,economia_pot_mensal_rs_mediana,oportunidade_mensal_rs,risco_mensal_rs,depara_ok_preco,flags_revisao,fonte_preco_global,fonte_preco_unimed
ATORVASTATINA (20MG COMPRIMIDO),ATORVASTATINA CALCICA,"['EMS', 'GERMED', 'LEGRAND']",4,4,0.18,0.21666675000000002,0.22833350000000002,0.18,0.23,2025-06-23,86492,atorvastatina cálcica 20 mg com rev,atorvastatina cálcica 20 mg com rev,Comprimido,0.22,53.2,11.704,C,MEDICAMENTOS,-18.2,-1.5,3.8,-0.04,-2.13,llm,1.0,0.22,0.44,0.0,0.44,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
HIDROXIZINA (25MG COMPRIMIDO),HIDROXIZINA,"['EMS', 'GERMED']",3,3,0.143333,0.14199966666666666,0.143333,0.139333,0.143333,2025-05-09,86866,hidroxizina 25 mg com,hidroxizina 25 mg com,Comprimido,0.19,61.5,11.685,C,MEDICAMENTOS,-24.6,-25.3,-24.6,-0.0467,-2.87,fuzzy_alta,0.98,0.19,-2.87,2.87,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"DEXAMETASONA (0,1MG/ML ELX FR 120 ML) ",DEXAMETASONA,['EMS'],1,1,4.76,4.76,4.76,4.76,4.76,2024-10-04,86690,"dexametasona 0,1 mg/ml elixir fr 120 ml","dexametasona 0,1 mg/ml elixir fr 120 ml",Frasco,5.76,2.0,11.52,C,MEDICAMENTOS,-17.4,-17.4,-17.4,-1.0,-2.0,fuzzy_alta,0.88,5.76,-2.0,2.0,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
CLORIDRATO DE CICLOBENZAPRINA (10MG COMPRIMIDO),CLORIDRATO DE CICLOBENZAPRINA,['LABORATORIO GLOBO'],1,1,0.096333,0.096333,0.096333,0.096333,0.096333,2025-09-11,86338,ciclobenzaprina 10 mg com rev,ciclobenzaprina 10 mg com rev,Comprimido,0.13,86.7,11.271,C,MEDICAMENTOS,-25.9,-25.9,-25.9,-0.0337,-2.92,llm,1.0,0.13,-2.92,2.92,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
DEXAMETASONA (1MG/G CREM DERM BG 10G),ACETATO DE DEXAMETASONA,"['EMS', 'LABORATORIO GLOBO', 'PRATI DONADUZZI']",4,4,1.59,2.0875,2.125,1.4,2.7,2025-12-31,86694,"dexametasona, acetato 1 mg/g crem derm bg 10 g ","dexametasona, acetato 1 mg/g crem derm bg 10 g ",Bisnaga,1.87,5.8,10.846,C,MEDICAMENTOS,-15.0,11.6,13.6,-0.28,-1.62,fuzzy_alta,0.87,1.87,1.48,0.0,1.48,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
CEFOXITINA SODICA (1000MG PO INJETAVEL),CEFOXITINA SODICA,['BLAU'],1,1,8.65,8.65,8.65,8.65,8.65,2025-06-12,86586,cefoxitina sódica 1 g po liof inj fa,cefoxitina sódica 1 g po liof inj fa,Frasco Ampola,11.99,0.9,10.791,C,ITENS BAIXO CONSUMO,-27.9,-27.9,-27.9,-3.34,-3.01,llm,1.0,11.99,-3.01,3.01,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
ACICLOVIR (200MG COMPRIMIDO USO ORAL) ,ACICLOVIR,['PHARLAB'],3,3,0.17,0.2302223333333333,0.236667,0.17,0.284,2025-10-02,86408,aciclovir 200 mg com,aciclovir 200 mg com,Comprimido,0.49,21.15,10.363499999999998,C,MEDICAMENTOS,-65.3,-53.0,-51.7,-0.32,-6.77,llm,1.0,0.49,-5.36,5.36,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
SCALP 19G LUER LOCK DISPOSITIVO SEGURANÃA,PRODUTOS PARA SAUDE,['MEDIX'],1,1,0.32,0.32,0.32,0.32,0.32,2022-08-12,87539,scalp n° 19g,scalp n° 19g,Unidade,0.25,40.7,10.175,C,ITENS BAIXO CONSUMO,28.0,28.0,28.0,0.07,2.85,llm,0.9,0.25,2.85,0.0,2.85,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
ATENOLOL (50MG COMPRIMIDO),ATENOLOL,"['EMS', 'PRATI DONADUZZI', 'SANDOZ']",4,4,0.04,0.4525,0.06,0.04,1.65,2025-10-17,86489,atenolol 50 mg com,atenolol 50 mg com,Comprimido,0.19,53.2,10.108,C,ITENS BAIXO CONSUMO,-78.9,138.2,-68.4,-0.15,-7.98,fuzzy_alta,0.97,0.19,-6.92,6.92,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
CLORIDRATO DE ETILEFRINA (10MG/ML SOLUCAO INJETAVEL IV/IM/SC 1ML),CLORIDRATO DE ETILEFRINA,['UNIAO QUIMICA'],1,1,1.315,1.315,1.315,1.315,1.315,2023-07-28,106331,etilefrina 10mg/ml sol inj amp 1ml,etilefrina 10mg/ml sol inj amp 1ml,Ampola,1.44,7.0,10.08,C,MEDICAMENTOS,-8.7,-8.7,-8.7,-0.125,-0.88,llm,1.0,1.44,-0.88,0.88,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
FENILEFRINA (10MG/ML SOLUCAO INJETAVEL 1ML),FENILEFRINA,['CRISTALIA'],1,1,10.0,10.0,10.0,10.0,10.0,2024-06-21,106331,etilefrina 10mg/ml sol inj amp 1ml,etilefrina 10mg/ml sol inj amp 1ml,Ampola,1.44,7.0,10.08,C,MEDICAMENTOS,594.4,594.4,594.4,8.56,59.92,fuzzy_alta,0.89,1.44,59.92,0.0,59.92,False,preco_depara_incompativel,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"ALPRAZOLAM (0,25MG COMPRIMIDO) (B1)",ALPRAZOLAM,['EMS'],1,1,0.086667,0.086667,0.086667,0.086667,0.086667,2024-01-08,86453,"alprazolam 0,25 mg com","alprazolam 0,25 mg com",Comprimido,0.15,66.4,9.96,C,MEDICAMENTOS,-42.2,-42.2,-42.2,-0.0633,-4.21,fuzzy_alta,0.91,0.15,-4.21,4.21,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
ACETILCISTEINA (20MG/ML XAROPE FRASCO 120ML),ACETILCISTEINA,"['EMS', 'GEOLAB']",2,2,5.65,4.65,4.65,3.65,5.65,2026-03-12,83641,acetilcisteína 20 mg/ml xpe fr 120 ml ped,acetilcisteína 20 mg/ml xpe fr 120 ml ped,Frasco,5.27,1.85,9.7495,C,MEDICAMENTOS,7.2,-11.8,-11.8,0.38,0.7,llm,1.0,5.27,-1.15,1.15,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
PEROXIDO DE HIDROGENIO (10 VOL 100ML ALMOTOLIA),PEROXIDO DE HIDROGENIO,"['RIOQUIMICA', 'VIC PHARMA']",2,2,1.5,1.575,1.575,1.5,1.65,2024-06-19,111262,agua oxigenada 10 vol 100ml,agua oxigenada 10 vol 100ml,Frasco,1.65,5.9,9.735,C,MATERIAIS,-9.1,-4.5,-4.5,-0.15,-0.88,llm,1.0,1.65,-0.44,0.44,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
PEROXIDO DE HIDROGENIO (10 VOL 100ML),PEROXIDO DE HIDROGENIO,['RIOQUIMICA'],1,1,1.65,1.65,1.65,1.65,1.65,2022-11-09,111262,agua oxigenada 10 vol 100ml,agua oxigenada 10 vol 100ml,Frasco,1.65,5.9,9.735,C,MATERIAIS,0.0,0.0,0.0,0.0,0.0,llm,1.0,1.65,0.0,0.0,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
CLORIDRATO DE AMITRIPTILINA (25MG COMPRIMIDO SIMPLES) (C1),CLORIDRATO DE AMITRIPTILINA,"['CRISTALIA', 'EMS', 'NEO QUIMICA', 'TEUTO']",4,4,0.0399,0.056779249999999996,0.0457835,0.03555,0.1,2025-08-25,86470,amitriptilina 25 mg com rev,amitriptilina 25 mg com rev,Comprimido,0.04,242.6,9.704,C,MEDICAMENTOS,-0.3,41.9,14.5,-0.0001,-0.02,llm,1.0,0.04,1.4,0.0,1.4,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
SULFATO DE BARIO (100% SUSP OR 150ML) ,SULFATO DE BARIO,['CRISTALIA'],2,2,16.15,15.575,15.575,15.0,16.15,2025-10-14,87208,sulfato de bario 1 g/ml sus or copo 150 ml,sulfato de bario 1 g/ml sus or copo 150 ml,Copo,20.84,0.45,9.378,C,MEDICAMENTOS,-22.5,-25.3,-25.3,-4.69,-2.11,llm,1.0,20.84,-2.37,2.37,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
CLORIDRATO DE PROPRANOLOL SOLIDO (40MG COMPRIMIDO),CLORIDRATO DE PROPRANOLOL,['LABORATORIO GLOBO'],1,1,0.064,0.064,0.064,0.064,0.064,2023-06-05,87140,propranolol 40 mg com,propranolol 40 mg com,Comprimido,0.1,90.1,9.01,C,MEDICAMENTOS,-36.0,-36.0,-36.0,-0.036,-3.24,llm,1.0,0.1,-3.24,3.24,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
ATORVASTATINA (10MG COMPRIMIDO),ATORVASTATINA CALCICA,['EMS'],1,1,0.155,0.155,0.155,0.155,0.155,2025-04-07,86491,atorvastatina cálcica 10 mg com rev,atorvastatina cálcica 10 mg com rev,Comprimido,0.13,66.7,8.671000000000001,C,MEDICAMENTOS,19.2,19.2,19.2,0.025,1.67,llm,1.0,0.13,1.67,0.0,1.67,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
CLONAZEPAM (2MG COMPRIMIDO) B1,CLONAZEPAM,"['CRISTALIA', 'EMS']",2,2,0.043333,0.0766665,0.0766665,0.043333,0.11,2024-10-24,86636,clonazepam 2 mg com,clonazepam 2 mg com,Comprimido,0.06,144.5,8.67,C,MEDICAMENTOS,-27.8,27.8,27.8,-0.0167,-2.41,llm,1.0,0.06,2.41,0.0,2.41,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
HALOPERIDOL (5MG COMPRIMIDO) C1,HALOPERIDOL,"['CRISTALIA', 'JANSSEN-CILAG']",2,2,0.18,0.34575,0.34575,0.18,0.5115,2023-09-12,86608,haloperidol 5 mg com,haloperidol 5 mg com,Comprimido,0.24,35.8,8.591999999999999,C,MEDICAMENTOS,-25.0,44.1,44.1,-0.06,-2.15,fuzzy_alta,0.9,0.24,3.79,0.0,3.79,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
CLORIDRATO DE PIOGLITAZONA (30MG CPR SIMPLES),CLORIDRATO DE PIOGLITAZONA,['LABORATORIO GLOBO'],1,1,0.666667,0.666667,0.666667,0.666667,0.666667,2025-09-03,86836,pioglitazona 30 mg com,pioglitazona 30 mg com,Comprimido,1.5,5.25,7.875,C,MEDICAMENTOS,-55.6,-55.6,-55.6,-0.8333,-4.37,llm,1.0,1.5,-4.37,4.37,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
BENZOILMETRONIDAZOL (40 MG/ML SUSPENSÂ¿O ORAL 120ML),BENZOILMETRONIDAZOL,['EMS'],1,1,7.2,7.2,7.2,7.2,7.2,2024-04-16,86510,benzoilmetronidazol 40 mg/ml sus or fr 120 ml,benzoilmetronidazol 40 mg/ml sus or fr 120 ml,Frasco,9.68,0.8,7.744,C,MEDICAMENTOS,-25.6,-25.6,-25.6,-2.48,-1.98,llm,1.0,9.68,-1.98,1.98,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
BENZOILMETRONIDAZOL (40 MG/ML SUSPENSÂ¿O ORAL 100ML),BENZOILMETRONIDAZOL,['BELFAR'],1,1,4.989675,4.989675,4.989675,4.989675,4.989675,2023-06-13,86510,benzoilmetronidazol 40 mg/ml sus or fr 120 ml,benzoilmetronidazol 40 mg/ml sus or fr 120 ml,Frasco,9.68,0.8,7.744,C,MEDICAMENTOS,-48.5,-48.5,-48.5,-4.6903,-3.75,llm,0.9,9.68,-3.75,3.75,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
CARBAMAZEPINA (400MG COMPRIMIDO SIMPLES) C1,CARBAMAZEPINA,['NOVARTIS'],1,1,1.795917,1.795917,1.795917,1.795917,1.795917,2026-01-23,86566,carbamazepina 400 mg com,carbamazepina 400 mg com,Comprimido,0.54,14.15,7.641000000000001,C,MEDICAMENTOS,232.6,232.6,232.6,1.2559,17.77,llm,1.0,0.54,17.77,0.0,17.77,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
NIFEDIPINA (20MG COMPRIMIDO ),NIFEDIPINO,['NEO QUIMICA'],2,2,0.046667,0.0568335,0.0568335,0.046667,0.067,2024-12-17,87027,nifedipino 20 mg com,nifedipino 20 mg com,Comprimido,0.29,23.9,6.930999999999999,C,MEDICAMENTOS,-83.9,-80.4,-80.4,-0.2433,-5.82,fuzzy_alta,0.92,0.29,-5.57,5.57,0.0,False,preco_depara_incompativel,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
ACIDO ACETILSALICILICO (100MG CP) ,ACIDO ACETILSALICILICO,"['EMS', 'IMEC']",2,2,0.028,0.0348335,0.0348335,0.028,0.041667,2025-10-07,86412, acido acetilsalicilico 100 mg com , acido acetilsalicilico 100 mg com ,Comprimido,0.03,228.4,6.852,C,MEDICAMENTOS,-6.7,16.1,16.1,-0.002,-0.46,llm,0.95,0.03,1.1,0.0,1.1,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"ATADURA CREPOM 08 X 1,8M 13F",PRODUTOS PARA SAUDE,['AMED S/A'],1,1,0.356667,0.356667,0.356667,0.356667,0.356667,2023-03-24,88076,"atadura crepom cysne 8cm x 1,80m embalagem individual","atadura crepom cysne 8cm x 1,80m embalagem individual",Rolo,1.19,5.6,6.664,C,MATERIAIS,-70.0,-70.0,-70.0,-0.8333,-4.67,llm,1.0,1.19,-4.67,4.67,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
ESPARADRAPO 5X4.5 BRANCO,PRODUTOS PARA SAUDE,['MISSNER'],1,1,4.199875,4.199875,4.199875,4.199875,4.199875,2025-12-03,87523,"esparadrapo impermeavel 5cm x 4,5m","esparadrapo impermeavel 5cm x 4,5m",Rolo,7.27,0.9,6.543,C,MATERIAIS,-42.2,-42.2,-42.2,-3.0701,-2.76,llm,0.95,7.27,-2.76,2.76,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
TROMETAMOL CETOROLACO (SL 10 MG CP),TROMETAMOL CETOROLACO,['EMS'],1,1,2.642,2.642,2.642,2.642,2.642,2025-06-23,86334,cetorolaco trometamina 10 mg com subl,cetorolaco trometamina 10 mg com subl,Comprimido,0.87,7.5,6.525,C,MEDICAMENTOS,203.7,203.7,203.7,1.772,13.29,llm,0.98,0.87,13.29,0.0,13.29,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
TROMETAMOL CETOROLACO SOLIDO (CP/CAP/PO) ORAL,TROMETAMOL CETOROLACO,['EMS'],1,1,2.68638,2.68638,2.68638,2.68638,2.68638,2022-08-04,86334,cetorolaco trometamina 10 mg com subl,cetorolaco trometamina 10 mg com subl,Comprimido,0.87,7.5,6.525,C,MEDICAMENTOS,208.8,208.8,208.8,1.8164,13.62,llm,0.9,0.87,13.62,0.0,13.62,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"CARVEDILOL (6,25MG COMPRIMIDO)",CARVEDILOL,['EMS'],2,2,0.065,0.0736665,0.0736665,0.065,0.082333,2025-08-27,86578,"carvedilol 6,25 mg com","carvedilol 6,25 mg com",Comprimido,0.08,79.7,6.376,C,MEDICAMENTOS,-18.8,-7.9,-7.9,-0.015,-1.2,fuzzy_alta,0.98,0.08,-0.5,0.5,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"CARVEDILOL (12,5MG COMPRIMIDO)",CARVEDILOL,['EMS'],1,1,0.085,0.085,0.085,0.085,0.085,2025-07-15,86575,"carvedilol 12,5 mg com","carvedilol 12,5 mg com",Comprimido,0.1,63.5,6.3500000000000005,C,MEDICAMENTOS,-15.0,-15.0,-15.0,-0.015,-0.95,fuzzy_alta,0.98,0.1,-0.95,0.95,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
DEXAMETASONA (4MG COMPRIMIDO) ,DEXAMETASONA,['EMS'],2,2,0.16,0.16749999999999998,0.16749999999999998,0.16,0.175,2025-09-08,86693,dexametasona 4 mg com,dexametasona 4 mg com,Comprimido,0.22,28.6,6.292000000000001,C,MEDICAMENTOS,-27.3,-23.9,-23.9,-0.06,-1.72,fuzzy_alta,0.98,0.22,-1.5,1.5,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
VALPROATO DE SODIO (250MG CAP) (C1),VALPROATO DE SODIO,['BIOLAB'],1,1,0.283,0.283,0.283,0.283,0.283,2025-05-26,87284,valproato de sodio 250 mg cap mole,valproato de sodio 250 mg cap mole,Comprimido,0.54,11.4,6.156000000000001,C,MEDICAMENTOS,-47.6,-47.6,-47.6,-0.257,-2.93,fuzzy_alta,0.89,0.54,-2.93,2.93,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
ALBENDAZOL 40MG/ML SUS OR 10ML ,ALBENDAZOL,"['GEOLAB', 'PRATI DONADUZZI']",2,2,2.291778,1.645889,1.645889,1.0,2.291778,2026-05-21,86438,albendazol 40 mg/ml sus or fr 10 ml,albendazol 40 mg/ml sus or fr 10 ml,Frasco,1.36,4.5,6.12,C,MEDICAMENTOS,68.5,21.0,21.0,0.9318,4.19,llm,1.0,1.36,1.29,0.0,1.29,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
HIDROCLOROTIAZIDA (25MG COMPRIMIDO),HIDROCLOROTIAZIDA,"['EMS', 'HYPERA', 'NEO QUIMICA']",3,3,0.035333,0.05583266666666666,0.042667,0.035333,0.089498,2025-08-06,86618,hidroclorotiazida 25 mg com,hidroclorotiazida 25 mg com,Comprimido,0.04,152.2,6.088,C,MEDICAMENTOS,-11.7,39.6,6.7,-0.0047,-0.71,fuzzy_alta,0.98,0.04,0.41,0.0,0.41,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"ALPRAZOLAM (0,5MG COMPRIMIDO) (B1)",ALPRAZOLAM,['EMS'],2,2,0.07,0.0733335,0.0733335,0.07,0.076667,2024-05-09,86454,"alprazolam 0,5 mg com","alprazolam 0,5 mg com",Comprimido,0.08,75.1,6.008,C,MEDICAMENTOS,-12.5,-8.3,-8.3,-0.01,-0.75,llm,1.0,0.08,-0.5,0.5,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
CLORIDRATO DE DOXICICLINA (100MG COMPRIMIDO),CLORIDRATO DE DOXICICLINA,"['PHARLAB', 'SANDOZ']",2,2,0.4895,2.59975,2.59975,0.4895,4.71,2025-10-27,86651,"doxiciclina, cloridrato de 100 mg com rev","doxiciclina, cloridrato de 100 mg com rev",Comprimido,0.71,8.0,5.68,C,MEDICAMENTOS,-31.1,266.2,266.2,-0.2205,-1.76,fuzzy_alta,0.93,0.71,15.12,0.0,15.12,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
SONDA FOLEY 2 VIAS FR 12 C/ BALAO 30CC,PRODUTOS PARA SAUDE,"['BE CARE', 'DESCARPACK', 'MEDIX']",5,5,1.80054,1.8160640000000001,1.80052,1.7646,1.93,2026-03-11,87583,sonda foley 2 vias n° 12 30cc ,sonda foley 2 vias n° 12 30cc ,Unidade,1.52,3.7,5.6240000000000006,C,ITENS BAIXO CONSUMO,18.5,19.5,18.5,0.2805,1.04,fuzzy_alta,0.96,1.52,1.04,0.0,1.04,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
SINVASTATINA (10MG COMPRIMIDO REV) ,SINVASTATINA,"['EMS', 'PHARLAB', 'SANDOZ']",4,4,1.82,0.5219625,0.104025,0.0598,1.82,2026-03-23,87185,sinvastatina 10 mg com rev,sinvastatina 10 mg com rev,Comprimido,0.18,29.7,5.346,C,MEDICAMENTOS,911.1,190.0,-42.2,1.64,48.71,fuzzy_alta,0.98,0.18,-2.26,2.26,0.0,True,"outlier_custo_ultimo,gap_inflado_por_outlier",global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
SCALP 27G LUER LOCK,PRODUTOS PARA SAUDE,['DESCARPACK'],1,1,0.19,0.19,0.19,0.19,0.19,2022-12-23,87543,scalp n° 27g ,scalp n° 27g ,Unidade,1.45,3.6,5.22,C,ITENS BAIXO CONSUMO,-86.9,-86.9,-86.9,-1.26,-4.54,fuzzy_alta,0.9,1.45,-4.54,4.54,0.0,False,preco_depara_incompativel,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
CLORIDRATO DE CLOMIPRAMINA (25MG CPR REV) (C1),CLORIDRATO DE CLOMIPRAMINA,['EMS'],1,1,0.8075,0.8075,0.8075,0.8075,0.8075,2025-09-24,86633,"clomipramina, cloridrato 25 mg com rev","clomipramina, cloridrato 25 mg com rev",Comprimido,2.21,2.3,5.082999999999999,C,MEDICAMENTOS,-63.5,-63.5,-63.5,-1.4025,-3.23,llm,1.0,2.21,-3.23,3.23,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
MALEATO DE ENALAPRIL (20MG COMPRIMIDO),MALEATO DE ENALAPRIL,"['EMS', 'HIPOLABOR', 'HYPERA']",3,3,0.042,0.5163333333333333,0.113,0.042,1.394,2023-09-25,86749,enalapril 20 mg com,enalapril 20 mg com,Comprimido,0.11,44.5,4.8950000000000005,C,MEDICAMENTOS,-61.8,369.4,2.7,-0.068,-3.03,llm,1.0,0.11,0.13,0.0,0.13,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
MESILATO DE DOXAZOSINA (2MG COMPRIMIDO),MESILATO DE DOXAZOSINA,"['EMS', 'GERMED']",2,2,0.063,0.0865,0.0865,0.063,0.11,2024-10-22,86733,doxazosina 2 mg com,doxazosina 2 mg com,Comprimido,0.15,32.5,4.875,C,MEDICAMENTOS,-58.0,-42.3,-42.3,-0.087,-2.83,llm,1.0,0.15,-2.06,2.06,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
ALPRAZOLAM (1MG COMPRIMIDO) (B1),ALPRAZOLAM,['EMS'],2,2,0.056667,0.0683335,0.0683335,0.056667,0.08,2025-03-12,86455,alprazolam 1 mg com,alprazolam 1 mg com,Comprimido,0.07,65.8,4.606,C,MEDICAMENTOS,-19.0,-2.4,-2.4,-0.0133,-0.88,fuzzy_alta,0.9,0.07,-0.11,0.11,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
DICLORIDRATO DE FLUNARIZINA (10MG COMPRIMIDO) ,FLUNARIZINA,['NEO QUIMICA'],1,1,0.0752,0.0752,0.0752,0.0752,0.0752,2025-07-07,92944, flunarizina 10mg , flunarizina 10mg ,Comprimido,0.22,20.9,4.598,C,ITENS BAIXO CONSUMO,-65.8,-65.8,-65.8,-0.1448,-3.03,llm,1.0,0.22,-3.03,3.03,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
AMINOFILINA (24MG/ML SOL INJ IV 10ML),AMINOFILINA,"['FARMACE', 'TEUTO']",2,2,2.2,2.9000000000000004,2.9000000000000004,2.2,3.6,2025-10-13,86466,aminofilina 24 mg/ml sol inj amp 10 ml ,aminofilina 24 mg/ml sol inj amp 10 ml ,Ampola,3.05,1.35,4.1175,C,CARRINHOS HUN,-27.9,-4.9,-4.9,-0.85,-1.15,llm,1.0,3.05,-0.2,0.2,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
DICLOFENACO SODICO (25MG/ML SOLUCAO INJETAVEL 3ML),DICLOFENACO SODICO,"['FARMACE', 'FRESENIUS', 'HYPOFARMA', 'TEUTO']",4,4,0.8,1.104325,1.1586500000000002,0.8,1.3,2024-08-12,86709,diclofenaco 25 mg/ml sol inj im amp 3 ml,diclofenaco 25 mg/ml sol inj im amp 3 ml,Ampola,4.2,0.9,3.7800000000000002,C,MEDICAMENTOS,-81.0,-73.7,-72.4,-3.4,-3.06,llm,0.95,4.2,-2.74,2.74,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
MALEATO DE ENALAPRIL (5MG COMPRIMIDO),MALEATO DE ENALAPRIL,"['ALTEFAR', 'EMS', 'HYPERA']",4,4,0.0397,0.207675,0.113,0.0397,0.565,2023-09-26,86750,enalapril 5 mg com,enalapril 5 mg com,Comprimido,0.11,33.7,3.7070000000000003,C,MEDICAMENTOS,-63.9,88.8,2.7,-0.0703,-2.37,llm,1.0,0.11,0.1,0.0,0.1,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
LAMOTRIGINA (25MG COMPRIMIDO) C1,LAMOTRIGINA,['CRISTALIA'],1,1,0.3,0.3,0.3,0.3,0.3,2025-05-29,86899,lamotrigina 25 mg com,lamotrigina 25 mg com,Comprimido,0.31,11.75,3.6425,C,MEDICAMENTOS,-3.2,-3.2,-3.2,-0.01,-0.12,fuzzy_alta,0.91,0.31,-0.12,0.12,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
MONONITRATO DE ISOSSORBIDA (40MG COMPRIMIDO),MONONITRATO DE ISOSSORBIDA,['ZYDUS'],1,1,0.24,0.24,0.24,0.24,0.24,2025-12-04,86883,"isossorbida, mononitrato 40 mg com","isossorbida, mononitrato 40 mg com",Comprimido,0.44,7.5,3.3,C,MEDICAMENTOS,-45.5,-45.5,-45.5,-0.2,-1.5,llm,1.0,0.44,-1.5,1.5,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
